locid,ndowid,timestamp,lng,lat,hdop,species,mgmtarea,deviceid
1,1,4/10/2015 0:00,-141.7593,62.64101,1,Lynx,Tetlin Refuge,ATS
1,1,4/10/2015 4:00,-141.79025,62.63479,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/10/2015 8:00,-141.75962,62.64101,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/10/2015 12:00,-141.75714,62.64498,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/10/2015 16:00,-141.79075,62.6717,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/10/2015 20:00,-141.78259,62.67381,1.6,Lynx,Tetlin Refuge,ATS
1,1,4/11/2015 0:00,-141.78376,62.67559,1.7,Lynx,Tetlin Refuge,ATS
1,1,4/11/2015 4:00,-141.72837,62.67663,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/11/2015 8:00,-141.69577,62.65829,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/11/2015 12:00,-141.6943,62.65641,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/11/2015 16:00,-141.68554,62.64764,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/11/2015 20:00,-141.69216,62.64803,1,Lynx,Tetlin Refuge,ATS
1,1,4/12/2015 0:00,-141.73139,62.6406,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/12/2015 4:00,-141.78572,62.64734,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/12/2015 8:00,-141.65483,62.65391,1,Lynx,Tetlin Refuge,ATS
1,1,4/12/2015 8:01,-141.7841,62.67401,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/12/2015 12:00,-141.64842,62.66025,1,Lynx,Tetlin Refuge,ATS
1,1,4/12/2015 16:00,-141.69796,62.67591,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/12/2015 20:00,-141.80551,62.65736,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/13/2015 0:00,-141.78479,62.6454,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/13/2015 4:00,-141.7635,62.64591,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/13/2015 8:00,-141.75469,62.65573,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/13/2015 12:00,-141.75405,62.65613,1.6,Lynx,Tetlin Refuge,ATS
1,1,4/13/2015 16:00,-141.75714,62.66899,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/13/2015 20:00,-141.65983,62.67045,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/14/2015 0:00,-141.65982,62.67045,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/14/2015 4:00,-141.6853,62.65525,1,Lynx,Tetlin Refuge,ATS
1,1,4/14/2015 8:00,-141.68881,62.65471,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/14/2015 12:00,-141.68405,62.647,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/14/2015 16:00,-141.68481,62.64643,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/14/2015 20:00,-141.64976,62.6568,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/15/2015 0:00,-141.67787,62.6696,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/15/2015 4:00,-141.7639,62.68039,1,Lynx,Tetlin Refuge,ATS
1,1,4/15/2015 8:00,-141.77008,62.67942,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/15/2015 12:00,-141.80409,62.6589,1.5,Lynx,Tetlin Refuge,ATS
1,1,4/15/2015 20:00,-141.79788,62.66593,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/16/2015 0:00,-141.83531,62.65298,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/16/2015 4:00,-141.80699,62.66601,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/16/2015 8:00,-141.75115,62.63899,1.4,Lynx,Tetlin Refuge,ATS
1,1,4/16/2015 12:00,-141.74864,62.63791,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/16/2015 16:01,-141.708,62.6572,1,Lynx,Tetlin Refuge,ATS
1,1,4/16/2015 20:00,-141.68934,62.66766,1.4,Lynx,Tetlin Refuge,ATS
1,1,4/17/2015 0:00,-141.71304,62.67443,1,Lynx,Tetlin Refuge,ATS
1,1,4/17/2015 4:00,-141.74485,62.67855,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/17/2015 8:00,-141.80632,62.69037,1.6,Lynx,Tetlin Refuge,ATS
1,1,4/17/2015 12:00,-141.81112,62.68424,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/17/2015 16:00,-141.81301,62.6819,1,Lynx,Tetlin Refuge,ATS
1,1,4/17/2015 20:00,-141.79609,62.6662,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/18/2015 0:00,-141.7906,62.66893,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/18/2015 4:00,-141.77572,62.67955,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/18/2015 8:00,-141.75927,62.68377,1.5,Lynx,Tetlin Refuge,ATS
1,1,4/18/2015 12:00,-141.72331,62.66699,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/18/2015 16:00,-141.72322,62.66643,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/18/2015 20:00,-141.72166,62.66633,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/19/2015 0:00,-141.68,62.6618,1.4,Lynx,Tetlin Refuge,ATS
1,1,4/19/2015 4:00,-141.66558,62.64945,1.4,Lynx,Tetlin Refuge,ATS
1,1,4/19/2015 8:00,-141.73616,62.63725,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/19/2015 16:01,-141.81462,62.65876,1,Lynx,Tetlin Refuge,ATS
1,1,4/20/2015 0:00,-141.77781,62.66551,1,Lynx,Tetlin Refuge,ATS
1,1,4/20/2015 4:00,-141.77545,62.66678,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/20/2015 8:00,-141.77941,62.66269,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/20/2015 12:00,-141.79478,62.64553,1.5,Lynx,Tetlin Refuge,ATS
1,1,4/20/2015 16:01,-141.78784,62.6447,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/20/2015 20:00,-141.76892,62.64404,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/21/2015 0:00,-141.76866,62.64383,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/21/2015 4:00,-141.76858,62.64383,1,Lynx,Tetlin Refuge,ATS
1,1,4/21/2015 8:00,-141.76889,62.64408,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/21/2015 12:00,-141.76838,62.64422,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/21/2015 16:00,-141.7684,62.64383,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/21/2015 20:01,-141.76843,62.64412,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/22/2015 0:00,-141.76809,62.64421,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/22/2015 4:00,-141.76809,62.644,1,Lynx,Tetlin Refuge,ATS
1,1,4/22/2015 8:00,-141.76863,62.64404,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/22/2015 12:00,-141.76998,62.6441,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/22/2015 16:00,-141.78204,62.64483,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/22/2015 20:00,-141.76069,62.6616,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/23/2015 0:00,-141.7545,62.66506,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/23/2015 4:00,-141.75138,62.66689,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/23/2015 8:01,-141.75129,62.66688,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/23/2015 12:00,-141.75038,62.66792,1.7,Lynx,Tetlin Refuge,ATS
1,1,4/23/2015 16:00,-141.74833,62.6701,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/23/2015 20:00,-141.75077,62.67381,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/24/2015 0:00,-141.75764,62.67878,0.7,Lynx,Tetlin Refuge,ATS
1,1,4/24/2015 4:00,-141.76457,62.68126,1.5,Lynx,Tetlin Refuge,ATS
1,1,4/24/2015 8:00,-141.7666,62.67919,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/24/2015 12:00,-141.76412,62.68019,1,Lynx,Tetlin Refuge,ATS
1,1,4/24/2015 16:00,-141.76316,62.68005,1,Lynx,Tetlin Refuge,ATS
1,1,4/24/2015 20:00,-141.76304,62.6804,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/25/2015 0:00,-141.76293,62.6804,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/25/2015 4:00,-141.73272,62.67607,1,Lynx,Tetlin Refuge,ATS
1,1,4/25/2015 8:00,-141.72685,62.67655,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/25/2015 12:00,-141.71037,62.67396,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/25/2015 16:01,-141.70816,62.67374,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/25/2015 20:00,-141.71528,62.65668,1.4,Lynx,Tetlin Refuge,ATS
1,1,4/26/2015 0:00,-141.70175,62.65703,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/26/2015 4:00,-141.68611,62.65439,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/26/2015 8:00,-141.66822,62.64197,1,Lynx,Tetlin Refuge,ATS
1,1,4/26/2015 12:00,-141.65142,62.65697,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/26/2015 16:00,-141.65509,62.66215,1,Lynx,Tetlin Refuge,ATS
1,1,4/26/2015 20:00,-141.67614,62.6724,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/27/2015 0:00,-141.67744,62.66728,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/27/2015 4:00,-141.67294,62.66339,1.5,Lynx,Tetlin Refuge,ATS
1,1,4/27/2015 8:00,-141.67695,62.66314,1,Lynx,Tetlin Refuge,ATS
1,1,4/27/2015 12:00,-141.67622,62.66218,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/27/2015 16:00,-141.67967,62.67096,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/27/2015 20:00,-141.69157,62.67563,1.4,Lynx,Tetlin Refuge,ATS
1,1,4/28/2015 0:00,-141.72901,62.67719,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/28/2015 4:01,-141.73147,62.66723,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/28/2015 8:00,-141.73925,62.6653,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/28/2015 12:01,-141.75805,62.66229,1.8,Lynx,Tetlin Refuge,ATS
1,1,4/28/2015 16:00,-141.79562,62.64614,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/28/2015 20:00,-141.76731,62.64386,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/29/2015 0:00,-141.75802,62.64438,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/29/2015 4:00,-141.74078,62.64834,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/29/2015 8:00,-141.74076,62.64777,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/29/2015 12:00,-141.73806,62.64809,1.4,Lynx,Tetlin Refuge,ATS
1,1,4/29/2015 16:01,-141.74208,62.64392,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/29/2015 20:00,-141.73687,62.63777,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/30/2015 0:00,-141.74424,62.63931,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/30/2015 4:00,-141.78903,62.6454,1,Lynx,Tetlin Refuge,ATS
1,1,4/30/2015 8:00,-141.79849,62.64773,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/30/2015 12:00,-141.76568,62.64734,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/30/2015 16:00,-141.73718,62.64895,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/30/2015 20:00,-141.72468,62.65448,1.2,Lynx,Tetlin Refuge,ATS
1,1,5/1/2015 0:00,-141.72273,62.65458,0.8,Lynx,Tetlin Refuge,ATS
1,1,5/1/2015 4:00,-141.72735,62.66188,1,Lynx,Tetlin Refuge,ATS
1,1,5/1/2015 12:00,-141.75495,62.67366,0.9,Lynx,Tetlin Refuge,ATS
1,1,5/1/2015 16:00,-141.73822,62.67992,1.2,Lynx,Tetlin Refuge,ATS
1,1,5/1/2015 20:00,-141.71276,62.67201,1.1,Lynx,Tetlin Refuge,ATS
1,1,5/2/2015 0:01,-141.70727,62.67182,1,Lynx,Tetlin Refuge,ATS
1,1,5/2/2015 4:00,-141.70072,62.6734,1.1,Lynx,Tetlin Refuge,ATS
1,1,5/2/2015 8:00,-141.67669,62.66409,1.1,Lynx,Tetlin Refuge,ATS
1,1,5/2/2015 12:00,-141.68946,62.65977,1.2,Lynx,Tetlin Refuge,ATS
1,1,5/2/2015 16:00,-141.68936,62.65983,1.2,Lynx,Tetlin Refuge,ATS
1,1,5/2/2015 20:00,-141.69689,62.65807,1.3,Lynx,Tetlin Refuge,ATS
1,1,5/3/2015 0:00,-141.70927,62.6604,0.9,Lynx,Tetlin Refuge,ATS
1,1,5/3/2015 4:00,-141.7082,62.65846,0.9,Lynx,Tetlin Refuge,ATS
1,1,5/3/2015 8:00,-141.70095,62.65103,1.1,Lynx,Tetlin Refuge,ATS
1,1,5/3/2015 12:00,-141.66799,62.64707,1.6,Lynx,Tetlin Refuge,ATS
1,1,5/3/2015 16:00,-141.66195,62.64828,1.1,Lynx,Tetlin Refuge,ATS
1,1,5/3/2015 20:00,-141.66256,62.64856,1.2,Lynx,Tetlin Refuge,ATS
1,1,5/4/2015 0:00,-141.65307,62.65633,1.3,Lynx,Tetlin Refuge,ATS
1,1,5/4/2015 4:00,-141.65837,62.6627,1.5,Lynx,Tetlin Refuge,ATS
1,1,5/4/2015 8:00,-141.70205,62.67615,1.1,Lynx,Tetlin Refuge,ATS
1,1,5/4/2015 12:01,-141.70254,62.67554,1.5,Lynx,Tetlin Refuge,ATS
1,1,5/4/2015 16:00,-141.72586,62.67557,1.1,Lynx,Tetlin Refuge,ATS
1,1,5/4/2015 20:00,-141.74501,62.67096,1.1,Lynx,Tetlin Refuge,ATS
1,1,5/5/2015 0:00,-141.75793,62.66909,1.1,Lynx,Tetlin Refuge,ATS
1,1,5/5/2015 4:00,-141.79234,62.64805,1.5,Lynx,Tetlin Refuge,ATS
1,1,5/5/2015 8:00,-141.7877,62.63306,1.2,Lynx,Tetlin Refuge,ATS
1,1,5/5/2015 12:00,-141.7877,62.63287,1.5,Lynx,Tetlin Refuge,ATS
1,1,5/5/2015 16:01,-141.74089,62.64283,1.2,Lynx,Tetlin Refuge,ATS
1,1,5/5/2015 20:00,-141.73674,62.64539,1,Lynx,Tetlin Refuge,ATS
1,1,5/6/2015 0:01,-141.75085,62.66783,1.1,Lynx,Tetlin Refuge,ATS
1,1,5/6/2015 4:00,-141.75314,62.6735,1.5,Lynx,Tetlin Refuge,ATS
1,1,5/6/2015 8:00,-141.75381,62.67276,1.6,Lynx,Tetlin Refuge,ATS
1,1,5/6/2015 12:00,-141.75337,62.67254,1.3,Lynx,Tetlin Refuge,ATS
1,1,5/6/2015 16:00,-141.75398,62.67286,1,Lynx,Tetlin Refuge,ATS
1,1,5/6/2015 20:00,-141.75195,62.67141,0.8,Lynx,Tetlin Refuge,ATS
1,1,5/7/2015 4:00,-141.67713,62.66279,1.3,Lynx,Tetlin Refuge,ATS
1,1,5/7/2015 8:00,-141.71617,62.66165,0.9,Lynx,Tetlin Refuge,ATS
1,1,5/7/2015 16:01,-141.72116,62.66163,1,Lynx,Tetlin Refuge,ATS
1,1,5/7/2015 20:00,-141.751,62.66053,1,Lynx,Tetlin Refuge,ATS
1,1,5/8/2015 0:00,-141.78727,62.65014,1.2,Lynx,Tetlin Refuge,ATS
1,1,5/8/2015 4:00,-141.78457,62.64534,1.8,Lynx,Tetlin Refuge,ATS
1,1,5/8/2015 8:00,-141.76431,62.64287,1.1,Lynx,Tetlin Refuge,ATS
1,1,5/8/2015 12:00,-141.72662,62.64802,1.2,Lynx,Tetlin Refuge,ATS
1,1,5/8/2015 16:00,-141.70477,62.64994,1,Lynx,Tetlin Refuge,ATS
1,1,5/8/2015 20:00,-141.67424,62.64966,1,Lynx,Tetlin Refuge,ATS
1,1,5/9/2015 0:00,-141.65528,62.66029,1.2,Lynx,Tetlin Refuge,ATS
1,1,5/9/2015 4:00,-141.66059,62.66885,1.3,Lynx,Tetlin Refuge,ATS
1,1,5/9/2015 8:00,-141.67736,62.67536,1.2,Lynx,Tetlin Refuge,ATS
1,1,5/9/2015 12:00,-141.67828,62.67566,1.3,Lynx,Tetlin Refuge,ATS
1,1,5/9/2015 16:00,-141.71514,62.67589,1.3,Lynx,Tetlin Refuge,ATS
1,1,5/9/2015 20:00,-141.7433,62.67413,1.9,Lynx,Tetlin Refuge,ATS
1,1,5/10/2015 0:00,-141.75599,62.67015,1.3,Lynx,Tetlin Refuge,ATS
1,1,5/10/2015 4:00,-141.75332,62.65655,0.9,Lynx,Tetlin Refuge,ATS
1,1,5/10/2015 8:00,-141.77113,62.64876,1.1,Lynx,Tetlin Refuge,ATS
1,1,5/10/2015 12:00,-141.71726,62.66121,1,Lynx,Tetlin Refuge,ATS
1,1,5/10/2015 20:00,-141.78768,62.63313,0.9,Lynx,Tetlin Refuge,ATS
1,1,5/11/2015 0:00,-141.76713,62.63929,1.1,Lynx,Tetlin Refuge,ATS
1,1,5/11/2015 4:01,-141.77189,62.64431,1.5,Lynx,Tetlin Refuge,ATS
1,1,5/11/2015 8:00,-141.77792,62.64755,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/19/2015 0:00,-141.7713,62.66849,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/19/2015 4:01,-141.70628,62.66281,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/19/2015 8:00,-141.70167,62.65885,1,Lynx,Tetlin Refuge,ATS
1,1,3/19/2015 12:00,-141.7397,62.64845,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/19/2015 16:00,-141.77107,62.64914,1,Lynx,Tetlin Refuge,ATS
1,1,3/19/2015 20:00,-141.77922,62.64661,0.8,Lynx,Tetlin Refuge,ATS
1,1,3/20/2015 0:00,-141.77403,62.64446,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/20/2015 4:00,-141.7714,62.6445,1.6,Lynx,Tetlin Refuge,ATS
1,1,3/20/2015 8:00,-141.77189,62.64458,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/20/2015 12:00,-141.77204,62.64627,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/20/2015 16:00,-141.76031,62.65009,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/20/2015 20:00,-141.76586,62.66722,1,Lynx,Tetlin Refuge,ATS
1,1,3/21/2015 0:00,-141.76354,62.66654,1.6,Lynx,Tetlin Refuge,ATS
1,1,3/21/2015 4:01,-141.76451,62.67114,1.3,Lynx,Tetlin Refuge,ATS
1,1,3/21/2015 8:00,-141.77804,62.66711,1.3,Lynx,Tetlin Refuge,ATS
1,1,3/21/2015 12:00,-141.7816,62.66836,1.3,Lynx,Tetlin Refuge,ATS
1,1,3/21/2015 16:00,-141.80653,62.66837,1.6,Lynx,Tetlin Refuge,ATS
1,1,3/21/2015 20:00,-141.79144,62.6623,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/22/2015 0:00,-141.79365,62.66325,1.4,Lynx,Tetlin Refuge,ATS
1,1,3/22/2015 4:00,-141.80632,62.66534,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/22/2015 8:00,-141.79418,62.66153,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/22/2015 12:00,-141.79422,62.66155,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/22/2015 16:00,-141.78318,62.6668,0.8,Lynx,Tetlin Refuge,ATS
1,1,3/22/2015 20:01,-141.78602,62.66842,1,Lynx,Tetlin Refuge,ATS
1,1,3/23/2015 0:00,-141.78662,62.67153,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/23/2015 4:00,-141.77857,62.67385,1.4,Lynx,Tetlin Refuge,ATS
1,1,3/23/2015 8:00,-141.73448,62.6799,1.3,Lynx,Tetlin Refuge,ATS
1,1,3/23/2015 12:00,-141.7259,62.67539,1.9,Lynx,Tetlin Refuge,ATS
1,1,3/23/2015 16:00,-141.73023,62.67036,1.5,Lynx,Tetlin Refuge,ATS
1,1,3/23/2015 20:00,-141.70933,62.66359,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/24/2015 0:00,-141.71621,62.6513,1.3,Lynx,Tetlin Refuge,ATS
1,1,3/24/2015 4:00,-141.70246,62.65021,1.3,Lynx,Tetlin Refuge,ATS
1,1,3/24/2015 8:00,-141.69721,62.64847,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/24/2015 12:00,-141.66996,62.64558,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/24/2015 16:00,-141.65193,62.66097,0.8,Lynx,Tetlin Refuge,ATS
1,1,3/24/2015 20:00,-141.67784,62.66218,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/25/2015 0:00,-141.68623,62.66159,1.5,Lynx,Tetlin Refuge,ATS
1,1,3/25/2015 4:00,-141.69854,62.65791,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/25/2015 8:00,-141.75062,62.64202,1,Lynx,Tetlin Refuge,ATS
1,1,3/25/2015 12:00,-141.76489,62.64751,1.3,Lynx,Tetlin Refuge,ATS
1,1,3/25/2015 16:00,-141.78044,62.64788,1,Lynx,Tetlin Refuge,ATS
1,1,3/25/2015 20:00,-141.81997,62.66094,1,Lynx,Tetlin Refuge,ATS
1,1,3/26/2015 0:00,-141.82196,62.66443,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/26/2015 4:00,-141.817,62.67122,0.8,Lynx,Tetlin Refuge,ATS
1,1,3/26/2015 8:00,-141.81268,62.67279,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/26/2015 12:00,-141.80009,62.67226,1,Lynx,Tetlin Refuge,ATS
1,1,3/26/2015 16:01,-141.79055,62.66391,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/26/2015 20:00,-141.78906,62.6649,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/27/2015 0:00,-141.78244,62.66194,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/27/2015 4:00,-141.7832,62.6599,0.8,Lynx,Tetlin Refuge,ATS
1,1,3/27/2015 8:00,-141.77606,62.65011,1,Lynx,Tetlin Refuge,ATS
1,1,3/27/2015 12:00,-141.76171,62.646,1.3,Lynx,Tetlin Refuge,ATS
1,1,3/27/2015 16:00,-141.77008,62.66537,1,Lynx,Tetlin Refuge,ATS
1,1,3/27/2015 20:00,-141.76972,62.66765,1,Lynx,Tetlin Refuge,ATS
1,1,3/28/2015 0:00,-141.76968,62.66767,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/28/2015 4:00,-141.71278,62.67228,0.8,Lynx,Tetlin Refuge,ATS
1,1,3/28/2015 8:00,-141.72982,62.66144,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/28/2015 12:00,-141.77464,62.66604,1.3,Lynx,Tetlin Refuge,ATS
1,1,3/28/2015 16:00,-141.77426,62.6658,1,Lynx,Tetlin Refuge,ATS
1,1,3/28/2015 20:00,-141.77758,62.6631,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/29/2015 0:00,-141.79455,62.64789,1,Lynx,Tetlin Refuge,ATS
1,1,3/29/2015 8:00,-141.7151,62.66666,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/29/2015 12:00,-141.77877,62.6635,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/29/2015 16:00,-141.7799,62.6638,1,Lynx,Tetlin Refuge,ATS
1,1,3/29/2015 20:00,-141.78967,62.66451,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/30/2015 0:00,-141.8245,62.66597,0.8,Lynx,Tetlin Refuge,ATS
1,1,3/30/2015 4:00,-141.82417,62.6657,1.9,Lynx,Tetlin Refuge,ATS
1,1,3/30/2015 8:00,-141.81927,62.67273,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/30/2015 12:00,-141.81596,62.65837,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/30/2015 16:00,-141.76657,62.66801,1,Lynx,Tetlin Refuge,ATS
1,1,3/30/2015 20:00,-141.76843,62.67437,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/31/2015 0:00,-141.70007,62.66309,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/31/2015 4:00,-141.69046,62.65907,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/31/2015 8:00,-141.69126,62.64456,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/31/2015 12:00,-141.70513,62.65713,1.5,Lynx,Tetlin Refuge,ATS
1,1,3/31/2015 16:00,-141.67807,62.6648,1,Lynx,Tetlin Refuge,ATS
1,1,3/31/2015 20:00,-141.71223,62.6685,1.5,Lynx,Tetlin Refuge,ATS
1,1,4/1/2015 0:00,-141.69984,62.64857,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/1/2015 4:00,-141.65472,62.66334,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/1/2015 8:00,-141.67684,62.66968,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/1/2015 12:00,-141.67687,62.66966,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/1/2015 20:01,-141.75495,62.65624,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/2/2015 0:01,-141.8097,62.65926,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/2/2015 4:00,-141.79887,62.66389,1,Lynx,Tetlin Refuge,ATS
1,1,4/2/2015 8:00,-141.72375,62.66766,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/2/2015 12:00,-141.70175,62.64522,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/2/2015 16:00,-141.70228,62.64498,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/2/2015 20:00,-141.6948,62.66004,1.5,Lynx,Tetlin Refuge,ATS
1,1,4/3/2015 0:00,-141.73181,62.66706,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/3/2015 4:00,-141.73188,62.66718,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/3/2015 8:00,-141.7436,62.64299,1.6,Lynx,Tetlin Refuge,ATS
1,1,4/3/2015 12:00,-141.75535,62.64494,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/3/2015 16:01,-141.77915,62.64767,1.7,Lynx,Tetlin Refuge,ATS
1,1,4/3/2015 20:00,-141.81286,62.67314,1.6,Lynx,Tetlin Refuge,ATS
1,1,4/4/2015 0:00,-141.80741,62.67655,1,Lynx,Tetlin Refuge,ATS
1,1,4/4/2015 4:00,-141.78463,62.67787,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/4/2015 8:00,-141.71292,62.67477,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/4/2015 12:00,-141.70513,62.65723,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/4/2015 16:00,-141.7017,62.6563,1.4,Lynx,Tetlin Refuge,ATS
1,1,4/4/2015 20:00,-141.69023,62.64911,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/5/2015 4:00,-141.69104,62.6608,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/5/2015 8:00,-141.70381,62.64464,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/5/2015 12:00,-141.75877,62.6399,1.4,Lynx,Tetlin Refuge,ATS
1,1,4/6/2015 0:01,-141.76901,62.64454,1.1,Lynx,Tetlin Refuge,ATS
